id,name,number,legalities,images,prices,set_id,set_name,date
swsh35-5,Eldegoss V,005/073,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh35/5.png', 'large': 'https://images.pokemontcg.io/swsh35/5_hires.png'}","{'holofoil': {'low': 1.01, 'mid': 2.0, 'high': 11.88, 'market': 1.8}}",swsh35,Champion's Path,2021-07-01 00:31:58.370502
swsh35-6,Vulpix,006/073,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh35/6.png', 'large': 'https://images.pokemontcg.io/swsh35/6_hires.png'}","{'reverseHolofoil': {'low': 0.01, 'mid': 0.3, 'high': 4.95, 'market': 0.24}, 'normal': {'low': 0.02, 'mid': 0.15, 'high': 1.0, 'market': 0.09}}",swsh35,Champion's Path,2021-07-01 00:31:58.370502
swsh4-3,Beedrill,003/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/3.png', 'large': 'https://images.pokemontcg.io/swsh4/3_hires.png'}","{'normal': {'low': 0.05, 'mid': 0.26, 'high': 999.99, 'market': 0.26}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.33, 'high': 999.99, 'market': 0.25}}",swsh4,Vivid Voltage,2021-07-01 00:31:58.370502
swsh1-5,Cottonee,005/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/5.png', 'large': 'https://images.pokemontcg.io/swsh1/5_hires.png'}","{'reverseHolofoil': {'low': 0.06, 'mid': 0.25, 'high': 1.0, 'market': 0.21}, 'normal': {'low': 0.01, 'mid': 0.15, 'high': 10.79, 'market': 0.06}}",swsh1,Sword & Shield,2021-07-01 00:31:58.370502
swsh35-7,Victini,007/073,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh35/7.png', 'large': 'https://images.pokemontcg.io/swsh35/7_hires.png'}","{'normal': {'low': 0.04, 'mid': 0.15, 'high': 2.97, 'market': 0.1}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.3, 'high': 9.95, 'market': 0.2}}",swsh35,Champion's Path,2021-07-01 00:31:58.370502
swsh4-4,Exeggcute,004/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/4.png', 'large': 'https://images.pokemontcg.io/swsh4/4_hires.png'}","{'normal': {'low': 0.03, 'mid': 0.15, 'high': 10.82, 'market': 0.08}, 'reverseHolofoil': {'low': 0.09, 'mid': 0.25, 'high': 10.88, 'market': 0.22}}",swsh4,Vivid Voltage,2021-07-01 00:31:58.370502
swsh1-6,Whimsicott,006/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/6.png', 'large': 'https://images.pokemontcg.io/swsh1/6_hires.png'}","{'normal': {'low': 0.09, 'mid': 0.25, 'high': 4.95, 'market': 0.23}, 'reverseHolofoil': {'low': 0.25, 'mid': 0.49, 'high': 9.95, 'market': 0.44}}",swsh1,Sword & Shield,2021-07-01 00:31:58.371499
swsh1-7,Maractus,007/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/7.png', 'large': 'https://images.pokemontcg.io/swsh1/7_hires.png'}","{'normal': {'low': 0.01, 'mid': 0.2, 'high': 10.8, 'market': 0.13}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.29, 'high': 10.89, 'market': 0.23}}",swsh1,Sword & Shield,2021-07-01 00:31:58.371499
swsh35-8,Incineroar V,008/073,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh35/8.png', 'large': 'https://images.pokemontcg.io/swsh35/8_hires.png'}","{'holofoil': {'low': 0.9, 'mid': 1.75, 'high': 9.99, 'market': 1.62}}",swsh35,Champion's Path,2021-07-01 00:31:58.371499
swsh4-5,Exeggutor,005/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/5.png', 'large': 'https://images.pokemontcg.io/swsh4/5_hires.png'}","{'normal': {'low': 0.01, 'mid': 0.25, 'high': 6.95, 'market': 0.22}, 'reverseHolofoil': {'low': 0.2, 'mid': 0.66, 'high': 999.99, 'market': 0.68}}",swsh4,Vivid Voltage,2021-07-01 00:31:58.371499
swsh3-1,Butterfree V,001/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/1.png', 'large': 'https://images.pokemontcg.io/swsh3/1_hires.png'}","{'holofoil': {'low': 1.0, 'mid': 1.99, 'high': 15.99, 'market': 1.54}}",swsh3,Darkness Ablaze,2021-07-01 00:31:58.371499
swsh2-1,Caterpie,001/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/1.png', 'large': 'https://images.pokemontcg.io/swsh2/1_hires.png'}","{'normal': {'low': 0.04, 'mid': 0.16, 'high': 1.0, 'market': 0.1}, 'reverseHolofoil': {'low': 0.12, 'mid': 0.33, 'high': 1.0, 'market': 0.28}}",swsh2,Rebel Clash,2021-07-01 00:31:58.371499
swsh3-2,Butterfree VMAX,002/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/2.png', 'large': 'https://images.pokemontcg.io/swsh3/2_hires.png'}","{'holofoil': {'low': 2.94, 'mid': 4.29, 'high': 39.99, 'market': 3.56}}",swsh3,Darkness Ablaze,2021-07-01 00:31:58.371499
swsh4-6,Yanma,006/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/6.png', 'large': 'https://images.pokemontcg.io/swsh4/6_hires.png'}","{'normal': {'low': 0.02, 'mid': 0.16, 'high': 10.83, 'market': 0.05}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.25, 'high': 4.95, 'market': 0.2}}",swsh4,Vivid Voltage,2021-07-01 00:31:58.371499
swsh35-9,Sizzlipede,009/073,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh35/9.png', 'large': 'https://images.pokemontcg.io/swsh35/9_hires.png'}","{'normal': {'low': 0.01, 'mid': 0.15, 'high': 1.0, 'market': 0.06}, 'reverseHolofoil': {'low': 0.14, 'mid': 0.25, 'high': 4.95, 'market': 0.19}}",swsh35,Champion's Path,2021-07-01 00:31:58.371499
swsh1-8,Durant,008/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/8.png', 'large': 'https://images.pokemontcg.io/swsh1/8_hires.png'}","{'reverseHolofoil': {'low': 0.2, 'mid': 0.49, 'high': 9.95, 'market': 0.45}, 'normal': {'low': 0.09, 'mid': 0.25, 'high': 10.88, 'market': 0.21}}",swsh1,Sword & Shield,2021-07-01 00:31:58.371499
swsh2-2,Metapod,002/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/2.png', 'large': 'https://images.pokemontcg.io/swsh2/2_hires.png'}","{'reverseHolofoil': {'low': 0.15, 'mid': 0.31, 'high': 1.07, 'market': 0.31}, 'normal': {'low': 0.03, 'mid': 0.23, 'high': 1.0, 'market': 0.12}}",swsh2,Rebel Clash,2021-07-01 00:31:58.371499
swsh35-10,Centiskorch,010/073,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh35/10.png', 'large': 'https://images.pokemontcg.io/swsh35/10_hires.png'}","{'holofoil': {'low': 0.05, 'mid': 0.33, 'high': 6.95, 'market': 0.21}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.4, 'high': 5.0, 'market': 0.34}}",swsh35,Champion's Path,2021-07-01 00:31:58.371499
swsh1-9,Dhelmise V,009/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/9.png', 'large': 'https://images.pokemontcg.io/swsh1/9_hires.png'}","{'holofoil': {'low': 0.97, 'mid': 1.95, 'high': 10.0, 'market': 1.32}}",swsh1,Sword & Shield,2021-07-01 00:31:58.371499
swsh2-3,Butterfree,003/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/3.png', 'large': 'https://images.pokemontcg.io/swsh2/3_hires.png'}","{'holofoil': {'low': 0.2, 'mid': 0.37, 'high': 2.0, 'market': 0.27}, 'normal': {'low': 0.05, 'mid': 0.32, 'high': 1.25, 'market': 0.32}, 'reverseHolofoil': {'low': 0.29, 'mid': 0.75, 'high': 1.5, 'market': 0.76}}",swsh2,Rebel Clash,2021-07-01 00:31:58.371499
swsh3-3,Paras,003/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/3.png', 'large': 'https://images.pokemontcg.io/swsh3/3_hires.png'}","{'normal': {'low': 0.01, 'mid': 0.15, 'high': 10.8, 'market': 0.06}, 'reverseHolofoil': {'low': 0.05, 'mid': 0.25, 'high': 10.83, 'market': 0.22}}",swsh3,Darkness Ablaze,2021-07-01 00:31:58.371499
swsh2-4,Scyther,004/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/4.png', 'large': 'https://images.pokemontcg.io/swsh2/4_hires.png'}","{'reverseHolofoil': {'low': 0.1, 'mid': 0.33, 'high': 1.02, 'market': 0.33}, 'normal': {'low': 0.02, 'mid': 0.2, 'high': 4.32, 'market': 0.1}}",swsh2,Rebel Clash,2021-07-01 00:31:58.371499
swsh35-11,Carvanha,011/073,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh35/11.png', 'large': 'https://images.pokemontcg.io/swsh35/11_hires.png'}","{'normal': {'low': 0.02, 'mid': 0.15, 'high': 1.0, 'market': 0.06}, 'reverseHolofoil': {'low': 0.09, 'mid': 0.27, 'high': 4.95, 'market': 0.16}}",swsh35,Champion's Path,2021-07-01 00:31:58.371499
swshp-SWSH001,Grookey,SWSH001,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swshp/SWSH001.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH001_hires.png'}","{'holofoil': {'low': 2.87, 'mid': 3.52, 'high': 13.65, 'market': 3.54}}",swshp,SWSH Black Star Promos,2021-07-01 00:31:58.371499
swsh4-7,Yanmega,007/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/7.png', 'large': 'https://images.pokemontcg.io/swsh4/7_hires.png'}","{'reverseHolofoil': {'low': 0.21, 'mid': 0.64, 'high': 999.99, 'market': 0.64}, 'normal': {'low': 0.05, 'mid': 0.25, 'high': 999.99, 'market': 0.23}}",swsh4,Vivid Voltage,2021-07-01 00:31:58.371499
swsh1-10,Grookey,010/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/10.png', 'large': 'https://images.pokemontcg.io/swsh1/10_hires.png'}","{'normal': {'low': 0.02, 'mid': 0.15, 'high': 10.81, 'market': 0.07}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.25, 'high': 1.03, 'market': 0.23}}",swsh1,Sword & Shield,2021-07-01 00:31:58.371499
swsh35-12,Sharpedo,012/073,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh35/12.png', 'large': 'https://images.pokemontcg.io/swsh35/12_hires.png'}","{'reverseHolofoil': {'low': 0.07, 'mid': 0.25, 'high': 2.5, 'market': 0.22}, 'normal': {'low': 0.01, 'mid': 0.19, 'high': 2.97, 'market': 0.08}}",swsh35,Champion's Path,2021-07-01 00:31:58.371499
swsh3-4,Parasect,004/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/4.png', 'large': 'https://images.pokemontcg.io/swsh3/4_hires.png'}","{'normal': {'low': 0.04, 'mid': 0.2, 'high': 10.83, 'market': 0.11}, 'reverseHolofoil': {'low': 0.05, 'mid': 0.3, 'high': 10.83, 'market': 0.2}}",swsh3,Darkness Ablaze,2021-07-01 00:31:58.371499
swsh4-8,Pineco,008/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/8.png', 'large': 'https://images.pokemontcg.io/swsh4/8_hires.png'}","{'reverseHolofoil': {'low': 0.05, 'mid': 0.26, 'high': 1.04, 'market': 0.26}, 'normal': {'low': 0.02, 'mid': 0.16, 'high': 10.82, 'market': 0.07}}",swsh4,Vivid Voltage,2021-07-01 00:31:58.371499
swshp-SWSH002,Scorbunny,SWSH002,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swshp/SWSH002.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH002_hires.png'}","{'holofoil': {'low': 3.0, 'mid': 3.69, 'high': 9.14, 'market': 3.41}}",swshp,SWSH Black Star Promos,2021-07-01 00:31:58.371499
swsh35-13,Wailord V,013/073,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh35/13.png', 'large': 'https://images.pokemontcg.io/swsh35/13_hires.png'}","{'holofoil': {'low': 0.79, 'mid': 2.0, 'high': 19.95, 'market': 1.78}}",swsh35,Champion's Path,2021-07-01 00:31:58.371499
swsh1-11,Grookey,011/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/11.png', 'large': 'https://images.pokemontcg.io/swsh1/11_hires.png'}","{'reverseHolofoil': {'low': 0.15, 'mid': 0.34, 'high': 1.05, 'market': 0.31}, 'normal': {'low': 0.06, 'mid': 0.2, 'high': 10.85, 'market': 0.14}}",swsh1,Sword & Shield,2021-07-01 00:31:58.371499
swsh4-9,Celebi,009/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/9.png', 'large': 'https://images.pokemontcg.io/swsh4/9_hires.png'}","{'holofoil': {'low': 5.0, 'mid': 10.28, 'high': 169.99, 'market': 7.8}}",swsh4,Vivid Voltage,2021-07-01 00:31:58.371499
swsh35-14,Drednaw V,014/073,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh35/14.png', 'large': 'https://images.pokemontcg.io/swsh35/14_hires.png'}","{'holofoil': {'low': 0.85, 'mid': 1.85, 'high': 19.95, 'market': 1.53}}",swsh35,Champion's Path,2021-07-01 00:31:58.371499
swsh2-5,Shuckle,005/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/5.png', 'large': 'https://images.pokemontcg.io/swsh2/5_hires.png'}","{'normal': {'low': 0.03, 'mid': 0.2, 'high': 0.97, 'market': 0.14}, 'reverseHolofoil': {'low': 0.14, 'mid': 0.3, 'high': 1.07, 'market': 0.25}}",swsh2,Rebel Clash,2021-07-01 00:31:58.371499
swshp-SWSH003,Sobble,SWSH003,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swshp/SWSH003.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH003_hires.png'}","{'holofoil': {'low': 3.0, 'mid': 3.5, 'high': 10.0, 'market': 3.62}}",swshp,SWSH Black Star Promos,2021-07-01 00:31:58.371499
swsh3-5,Carnivine,005/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/5.png', 'large': 'https://images.pokemontcg.io/swsh3/5_hires.png'}","{'normal': {'low': 0.03, 'mid': 0.15, 'high': 10.82, 'market': 0.11}, 'reverseHolofoil': {'low': 0.05, 'mid': 0.3, 'high': 10.83, 'market': 0.18}}",swsh3,Darkness Ablaze,2021-07-01 00:31:58.371499
swsh1-12,Thwackey,012/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/12.png', 'large': 'https://images.pokemontcg.io/swsh1/12_hires.png'}","{'reverseHolofoil': {'low': 0.32, 'mid': 0.95, 'high': 11.5, 'market': 0.76}, 'normal': {'low': 0.03, 'mid': 0.24, 'high': 10.83, 'market': 0.19}}",swsh1,Sword & Shield,2021-07-01 00:31:58.371499
swsh3-6,Pansage,006/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/6.png', 'large': 'https://images.pokemontcg.io/swsh3/6_hires.png'}","{'normal': {'low': 0.03, 'mid': 0.15, 'high': 10.81, 'market': 0.07}, 'reverseHolofoil': {'low': 0.08, 'mid': 0.25, 'high': 10.86, 'market': 0.18}}",swsh3,Darkness Ablaze,2021-07-01 00:31:58.371499
swsh4-10,Seedot,010/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/10.png', 'large': 'https://images.pokemontcg.io/swsh4/10_hires.png'}","{'normal': {'low': 0.02, 'mid': 0.15, 'high': 10.83, 'market': 0.05}, 'reverseHolofoil': {'low': 0.09, 'mid': 0.25, 'high': 10.88, 'market': 0.24}}",swsh4,Vivid Voltage,2021-07-01 00:31:58.371499
swsh2-6,Heracross,006/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/6.png', 'large': 'https://images.pokemontcg.io/swsh2/6_hires.png'}","{'reverseHolofoil': {'low': 0.11, 'mid': 0.31, 'high': 1.25, 'market': 0.25}, 'normal': {'low': 0.01, 'mid': 0.24, 'high': 1.02, 'market': 0.1}}",swsh2,Rebel Clash,2021-07-01 00:31:58.371499
swsh35-15,Drednaw VMAX,015/073,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh35/15.png', 'large': 'https://images.pokemontcg.io/swsh35/15_hires.png'}","{'holofoil': {'low': 2.4, 'mid': 3.52, 'high': 49.95, 'market': 3.22}}",swsh35,Champion's Path,2021-07-01 00:31:58.371499
swshp-SWSH004,Meowth V,SWSH004,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swshp/SWSH004.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH004_hires.png'}","{'holofoil': {'low': 0.79, 'mid': 1.81, 'high': 9.95, 'market': 1.28}}",swshp,SWSH Black Star Promos,2021-07-01 00:31:58.371499
swsh2-7,Lotad,007/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/7.png', 'large': 'https://images.pokemontcg.io/swsh2/7_hires.png'}","{'reverseHolofoil': {'low': 0.1, 'mid': 0.27, 'high': 1.02, 'market': 0.23}, 'normal': {'low': 0.02, 'mid': 0.15, 'high': 0.98, 'market': 0.08}}",swsh2,Rebel Clash,2021-07-01 00:31:58.371499
swsh3-7,Simisage,007/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/7.png', 'large': 'https://images.pokemontcg.io/swsh3/7_hires.png'}","{'normal': {'low': 0.01, 'mid': 0.16, 'high': 10.79, 'market': 0.07}, 'reverseHolofoil': {'low': 0.09, 'mid': 0.29, 'high': 1.25, 'market': 0.21}}",swsh3,Darkness Ablaze,2021-07-01 00:31:58.371499
swsh4-11,Nuzleaf,011/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/11.png', 'large': 'https://images.pokemontcg.io/swsh4/11_hires.png'}","{'normal': {'low': 0.01, 'mid': 0.19, 'high': 10.83, 'market': 0.08}, 'reverseHolofoil': {'low': 0.04, 'mid': 0.25, 'high': 9.95, 'market': 0.22}}",swsh4,Vivid Voltage,2021-07-01 00:31:58.371499
swsh1-13,Thwackey,013/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/13.png', 'large': 'https://images.pokemontcg.io/swsh1/13_hires.png'}","{'reverseHolofoil': {'low': 0.12, 'mid': 0.6, 'high': 9.95, 'market': 0.65}, 'normal': {'low': 0.05, 'mid': 0.24, 'high': 10.85, 'market': 0.12}}",swsh1,Sword & Shield,2021-07-01 00:31:58.371499
swsh35-16,Gardevoir V,016/073,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh35/16.png', 'large': 'https://images.pokemontcg.io/swsh35/16_hires.png'}","{'holofoil': {'low': 1.0, 'mid': 1.94, 'high': 19.95, 'market': 1.55}}",swsh35,Champion's Path,2021-07-01 00:31:58.371499
swsh4-12,Shiftry,012/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/12.png', 'large': 'https://images.pokemontcg.io/swsh4/12_hires.png'}","{'reverseHolofoil': {'low': 0.25, 'mid': 0.61, 'high': 999.99, 'market': 0.61}, 'normal': {'low': 0.09, 'mid': 0.3, 'high': 1.85, 'market': 0.23}}",swsh4,Vivid Voltage,2021-07-01 00:31:58.371499
swshp-SWSH005,Meowth VMAX,SWSH005,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swshp/SWSH005.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH005_hires.png'}","{'holofoil': {'low': 2.0, 'mid': 3.56, 'high': 19.95, 'market': 3.24}}",swshp,SWSH Black Star Promos,2021-07-01 00:31:58.371499
swsh3-8,Karrablast,008/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/8.png', 'large': 'https://images.pokemontcg.io/swsh3/8_hires.png'}","{'reverseHolofoil': {'low': 0.09, 'mid': 0.25, 'high': 1.13, 'market': 0.21}, 'normal': {'low': 0.01, 'mid': 0.15, 'high': 10.79, 'market': 0.05}}",swsh3,Darkness Ablaze,2021-07-01 00:31:58.371499
