,id,name,supertype,subtypes,level,hp,types,evolvesFrom,abilities,attacks,weaknesses,resistances,retreatCost,convertedRetreatCost,set,number,artist,rarity,nationalPokedexNumbers,legalities,images,tcgplayer,evolvesTo,flavorText,rules
34,mcd19-2,Alolan Exeggutor,Pokémon,['Stage 1'],,160,['Grass'],Exeggcute,,"[{'cost': ['Grass'], 'name': 'Tropical Shake', 'text': ""This attack does 20 more damage for each type of basic Energy card in your discard pile. You can't add more than 100 damage in this way."", 'damage': '20+', 'convertedEnergyCost': 1}]",,,"['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'mcd19', 'name': ""McDonald's Collection 2019"", 'series': 'Other', 'printedTotal': 12, 'total': 12, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2019/10/15', 'updatedAt': '2020/11/11 13:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/mcd19/symbol.png', 'logo': 'https://images.pokemontcg.io/mcd19/logo.png'}}",2,Satoshi Shirai,Promo,[103],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/mcd19/2.png', 'large': 'https://images.pokemontcg.io/mcd19/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/mcd19-2', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 1.72, 'mid': 2.46, 'high': 4.73, 'market': 2.91, 'directLow': 1.72}}}",,,
35,ru1-2,Cherrim,Pokémon,['Stage 1'],,80,['Grass'],Cherubi,,"[{'name': 'Solarbeam', 'cost': ['Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '60', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Water', 'value': '-20'}]",['Colorless'],1.0,"{'id': 'ru1', 'name': 'Pokémon Rumble', 'series': 'Other', 'printedTotal': 16, 'total': 16, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2009/12/02', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/ru1/symbol.png', 'logo': 'https://images.pokemontcg.io/ru1/logo.png'}}",2,Pokemon Rumble,,[421],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ru1/2.png', 'large': 'https://images.pokemontcg.io/ru1/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ru1-2', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 12.95, 'mid': 13.94, 'high': 20.0, 'market': 10.0, 'directLow': None}}}",,,
36,hgss1-2,Azumarill,Pokémon,['Stage 1'],,90,['Water'],Marill,,"[{'name': 'Waterfall', 'cost': ['Water', 'Water'], 'convertedEnergyCost': 2, 'damage': '40', 'text': ''}, {'name': 'Bubblebeam', 'cost': ['Water', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '60', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Paralyzed.'}]","[{'type': 'Lightning', 'value': '×2'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'hgss1', 'name': 'HeartGold & SoulSilver', 'series': 'HeartGold & SoulSilver', 'printedTotal': 123, 'total': 123, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'HS', 'releaseDate': '2010/02/10', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/hgss1/symbol.png', 'logo': 'https://images.pokemontcg.io/hgss1/logo.png'}}",2,Kouki Saitou,Rare Holo,[184],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/hgss1/2.png', 'large': 'https://images.pokemontcg.io/hgss1/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/hgss1-2', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 0.7, 'mid': 1.09, 'high': 7.0, 'market': 2.45, 'directLow': None}, 'reverseHolofoil': {'low': 1.49, 'mid': 6.39, 'high': 7.99, 'market': 1.27, 'directLow': None}}}",,"When it plays in water, it rolls up its elongated ears to prevent their insides from getting wet.",
37,xy5-2,Kakuna,Pokémon,['Stage 1'],,80,['Grass'],Weedle,,"[{'name': 'Bug Bite', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]",,"['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'xy5', 'name': 'Primal Clash', 'series': 'XY', 'printedTotal': 160, 'total': 160, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PRC', 'releaseDate': '2015/02/04', 'updatedAt': '2020/05/01 16:06:00', 'images': {'symbol': 'https://images.pokemontcg.io/xy5/symbol.png', 'logo': 'https://images.pokemontcg.io/xy5/logo.png'}}",2,Kagemaru Himeno,Uncommon,[14],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/xy5/2.png', 'large': 'https://images.pokemontcg.io/xy5/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/xy5-2', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 0.06, 'mid': 0.25, 'high': 1.25, 'market': 0.14, 'directLow': 0.12}, 'reverseHolofoil': {'low': 0.04, 'mid': 0.39, 'high': 1.95, 'market': 0.24, 'directLow': 0.17}}}",['Beedrill'],"While awaiting evolution, it hides from predators under leaves and in nooks of branches.",
38,ex7-2,Dark Ampharos,Pokémon,['Stage 2'],,120,"['Lightning', 'Darkness']",Dark Flaaffy,"[{'name': 'Darkest Impulse', 'text': ""As long as Dark Ampharos is in play, whenever your opponent plays an Evolution card from his or her hand to evolve 1 of his or her Pokémon, put 2 damage counters on that Pokémon. You can't use more than 1 Darkest Impulse Poké-Body each turn."", 'type': 'Poké-Body'}]","[{'name': 'Ram', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': ''}, {'name': 'Shock Bolt', 'cost': ['Lightning', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '70', 'text': 'Discard all Lightning Energy attached to Dark Ampharos.'}]","[{'type': 'Fighting', 'value': '×2'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'ex7', 'name': 'Team Rocket Returns', 'series': 'EX', 'printedTotal': 109, 'total': 109, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'TRR', 'releaseDate': '2004/11/01', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/ex7/symbol.png', 'logo': 'https://images.pokemontcg.io/ex7/logo.png'}}",2,Emi Miwa,Rare Holo,[181],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ex7/2.png', 'large': 'https://images.pokemontcg.io/ex7/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ex7-2', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 37.25, 'mid': 45.5, 'high': 100.0, 'market': 37.25, 'directLow': None}, 'reverseHolofoil': {'low': 41.94, 'mid': 54.74, 'high': 69.99, 'market': 67.95, 'directLow': None}}}",,,['This Pokémon is both Lightning Darkness type.']
39,det1-2,Ludicolo,Pokémon,['Stage 2'],,140,['Grass'],Lombre,"[{'name': 'Table Service', 'text': 'Once during your turn (before your attack), you may heal 30 damage from 1 of your Pokémon.', 'type': 'Ability'}]","[{'name': 'Punch and Run', 'cost': ['Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '70', 'text': 'Switch this Pokémon with 1 of your Benched Pokémon.'}]","[{'type': 'Fire', 'value': '×2'}]",,"['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'det1', 'name': 'Detective Pikachu', 'series': 'Sun & Moon', 'printedTotal': 18, 'total': 18, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'DET', 'releaseDate': '2019/04/05', 'updatedAt': '2019/04/25 22:26:00', 'images': {'symbol': 'https://images.pokemontcg.io/det1/symbol.png', 'logo': 'https://images.pokemontcg.io/det1/logo.png'}}",2,Framestore,Rare,[272],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/det1/2.png', 'large': 'https://images.pokemontcg.io/det1/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/det1-2', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 0.18, 'mid': 0.79, 'high': 2.86, 'market': 0.79, 'directLow': 0.94}}}",,"If it hears festive music, all its muscles fill with energy. It can't help breaking out into a dance.",
40,ex12-2,Aggron,Pokémon,['Stage 2'],,110,['Metal'],Lairon,,"[{'name': 'Heavy Blow', 'cost': ['Fighting', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '70-', 'text': 'Does 70 damage minus 10 damage for each damage counter on Aggron. If Aggron has any React Energy cards attached to it, this attack does 70 damage instead.'}, {'name': 'Bound Crush', 'cost': ['Fighting', 'Metal', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '', 'text': ""Choose 1 of your opponent's Pokémon. This attack does 60 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) During your next turn, Aggron can't use Bound Crush.""}]","[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Grass', 'value': '-30'}]","['Colorless', 'Colorless', 'Colorless', 'Colorless']",4.0,"{'id': 'ex12', 'name': 'Legend Maker', 'series': 'EX', 'printedTotal': 92, 'total': 93, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'LM', 'releaseDate': '2006/02/01', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/ex12/symbol.png', 'logo': 'https://images.pokemontcg.io/ex12/logo.png'}}",2,Hisao Nakamura,Rare Holo,[306],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ex12/2.png', 'large': 'https://images.pokemontcg.io/ex12/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ex12-2', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 7.0, 'mid': 14.35, 'high': 17.49, 'market': 16.06, 'directLow': None}, 'reverseHolofoil': {'low': 13.99, 'mid': 14.98, 'high': 22.4, 'market': 15.28, 'directLow': None}}}",,,
41,xy11-1,Tangela,Pokémon,['Basic'],,80,['Grass'],,,"[{'name': 'Slam', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30×', 'text': 'Flip 2 coins. This attack does 30 damage times the number of heads.'}, {'name': 'Mega Drain', 'cost': ['Grass', 'Grass', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '40', 'text': 'Heal 20 damage from this Pokémon.'}]","[{'type': 'Fire', 'value': '×2'}]",,"['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'xy11', 'name': 'Steam Siege', 'series': 'XY', 'printedTotal': 114, 'total': 116, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'STS', 'releaseDate': '2016/08/03', 'updatedAt': '2019/04/10 19:59:00', 'images': {'symbol': 'https://images.pokemontcg.io/xy11/symbol.png', 'logo': 'https://images.pokemontcg.io/xy11/logo.png'}}",1,OOYAMA,Common,[114],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/xy11/1.png', 'large': 'https://images.pokemontcg.io/xy11/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/xy11-1', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 0.02, 'mid': 0.2, 'high': 1.0, 'market': 0.09, 'directLow': 0.1}, 'reverseHolofoil': {'low': 0.07, 'mid': 0.3, 'high': 1.18, 'market': 0.22, 'directLow': 0.25}}}",['Tangrowth'],It tangles any moving thing with its vines. Their subtle shaking is ticklish if you get ensnared.,
42,sm12-1,Venusaur & Snivy-GX,Pokémon,"['Basic', 'TAG TEAM', 'GX']",,270,['Grass'],,"[{'name': 'Shining Vine', 'text': ""Once during your turn, if this Pokémon is your Active Pokémon, when you attach a Grass Energy card from your hand to it, you may switch 1 of your opponent's Benched Pokémon with their Active Pokémon."", 'type': 'Ability'}]","[{'name': 'Forest Dump', 'cost': ['Grass', 'Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '160', 'text': ''}, {'name': 'Solar Plant-GX', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '', 'text': ""This attack does 50 damage to each of your opponent's Pokémon. If this Pokémon has at least 2 extra Energy attached to it (in addition to this attack's cost), heal all damage from all of your Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) (You can't use more than 1 GX attack in a game.)""}]","[{'type': 'Fire', 'value': '×2'}]",,"['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'sm12', 'name': 'Cosmic Eclipse', 'series': 'Sun & Moon', 'printedTotal': 236, 'total': 271, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'CEC', 'releaseDate': '2019/11/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/sm12/symbol.png', 'logo': 'https://images.pokemontcg.io/sm12/logo.png'}}",1,Mitsuhiro Arita,Rare Holo GX,"[3, 495]","{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sm12/1.png', 'large': 'https://images.pokemontcg.io/sm12/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sm12-1', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 2.8, 'mid': 4.75, 'high': 9.99, 'market': 3.97, 'directLow': 4.64}}}",['Servine'],,"['TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.']"
43,ex14-1,Banette,Pokémon,['Stage 1'],,70,['Psychic'],Shuppet,"[{'name': 'Safeguard', 'text': ""Prevent all effects of attacks, including damage, done to Banette by your opponent's Pokémon-ex."", 'type': 'Poké-Body'}]","[{'name': 'Night Murmurs', 'cost': ['Psychic', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': 'If the Defending Pokémon is a Basic Pokémon, that Pokémon is now Confused.'}]","[{'type': 'Darkness', 'value': '×2'}]","[{'type': 'Fighting', 'value': '-30'}]",['Colorless'],1.0,"{'id': 'ex14', 'name': 'Crystal Guardians', 'series': 'EX', 'printedTotal': 100, 'total': 100, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'CG', 'releaseDate': '2006/08/01', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/ex14/symbol.png', 'logo': 'https://images.pokemontcg.io/ex14/logo.png'}}",1,Kyoko Umemoto,Rare Holo,[354],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ex14/1.png', 'large': 'https://images.pokemontcg.io/ex14/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ex14-1', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 1.78, 'mid': 3.2, 'high': 11.69, 'market': 2.37, 'directLow': None}, 'reverseHolofoil': {'low': 2.5, 'mid': 5.19, 'high': 19.99, 'market': 4.16, 'directLow': None}}}",,,
44,swsh35-1,Venusaur V,Pokémon,"['Basic', 'V']",,220,['Grass'],,,"[{'name': 'Pollen Bomb', 'cost': ['Grass', 'Grass', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '80', 'text': ""Your opponent's Active Pokémon is now Asleep and Poisoned.""}, {'name': 'Solar Typhoon', 'cost': ['Grass', 'Grass', 'Grass', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '220', 'text': ""During your next turn, this Pokémon can't use Solar Typhoon.""}]","[{'type': 'Fire', 'value': '×2'}]",,"['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'swsh35', 'name': ""Champion's Path"", 'series': 'Sword & Shield', 'printedTotal': 73, 'total': 80, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'CPA', 'releaseDate': '2020/09/25', 'updatedAt': '2020/10/25 13:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh35/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh35/logo.png'}}",1,PLANETA Mochizuki,Rare Holo V,[3],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh35/1.png', 'large': 'https://images.pokemontcg.io/swsh35/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh35-1', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 1.0, 'mid': 2.31, 'high': 19.95, 'market': 2.3, 'directLow': 3.32}}}",,,"['V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.']"
45,bw10-1,Surskit,Pokémon,['Basic'],,50,['Grass'],,,"[{'name': 'Sweet Scent', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Heal 20 damage from 1 of your Pokémon.'}]","[{'type': 'Fire', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'bw10', 'name': 'Plasma Blast', 'series': 'Black & White', 'printedTotal': 101, 'total': 105, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PLB', 'releaseDate': '2013/08/14', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/bw10/symbol.png', 'logo': 'https://images.pokemontcg.io/bw10/logo.png'}}",1,Naoyo Kimura,Common,[283],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bw10/1.png', 'large': 'https://images.pokemontcg.io/bw10/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bw10-1', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 0.05, 'mid': 0.25, 'high': 1.13, 'market': 0.17, 'directLow': 0.1}, 'reverseHolofoil': {'low': 0.14, 'mid': 0.38, 'high': 2.0, 'market': 0.35, 'directLow': 0.25}}}",['Masquerain'],It appears as if it is skating on water. It draws prey with a sweet scent from the tip of its head.,
46,dp1-1,Dialga,Pokémon,['Basic'],68,90,['Metal'],,,"[{'name': 'Time Bellow', 'cost': ['Metal'], 'convertedEnergyCost': 1, 'damage': '10', 'text': 'Draw a card.'}, {'name': 'Flash Cannon', 'cost': ['Metal', 'Metal', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '40', 'text': ""You may return all Energy cards attached to Dialga to your hand. If you do, remove the highest Stage Evolution card from the Defending Pokémon and shuffle that card into your opponent's deck.""}]","[{'type': 'Fire', 'value': '+20'}]","[{'type': 'Psychic', 'value': '-20'}]","['Colorless', 'Colorless']",2.0,"{'id': 'dp1', 'name': 'Diamond & Pearl', 'series': 'Diamond & Pearl', 'printedTotal': 130, 'total': 130, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'DP', 'releaseDate': '2007/05/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/dp1/symbol.png', 'logo': 'https://images.pokemontcg.io/dp1/logo.png'}}",1,Nakaoka,Rare Holo,[483],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/dp1/1.png', 'large': 'https://images.pokemontcg.io/dp1/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dp1-1', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 5.99, 'mid': 8.0, 'high': 19.99, 'market': 7.36, 'directLow': None}, 'reverseHolofoil': {'low': 0.73, 'mid': 5.25, 'high': 5.91, 'market': 1.36, 'directLow': None}}}",,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.,
47,sm115-1,Caterpie,Pokémon,['Basic'],,60,['Grass'],,,"[{'name': 'Tackle', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'sm115', 'name': 'Hidden Fates', 'series': 'Sun & Moon', 'printedTotal': 68, 'total': 69, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'HIF', 'releaseDate': '2019/08/23', 'updatedAt': '2019/08/23 15:59:00', 'images': {'symbol': 'https://images.pokemontcg.io/sm115/symbol.png', 'logo': 'https://images.pokemontcg.io/sm115/logo.png'}}",1,tetsuya koizumi,Common,[10],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sm115/1.png', 'large': 'https://images.pokemontcg.io/sm115/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sm115-1', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 0.02, 'mid': 0.15, 'high': 10.81, 'market': 0.1, 'directLow': 0.1}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.35, 'high': 1.99, 'market': 0.35, 'directLow': 0.39}}}",['Metapod'],"Perhaps because it would like to grow up quickly, it has a voracious appetite, eating a hundred leaves a day.",
48,ex9-1,Blaziken,Pokémon,['Stage 2'],,110,['Fire'],Combusken,"[{'name': 'Blaze', 'text': ""As long as Blaziken's remaining HP is 40 or less, Blaziken does 40 more damage to the Defending Pokémon (before applying Weakness and Resistance)."", 'type': 'Poké-Body'}]","[{'name': 'Searing Flame', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': 'The Defending Pokémon is now Burned.'}, {'name': 'Damage Burn', 'cost': ['Fire', 'Fire', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50+', 'text': 'If the Defending Pokémon already has any damage counters on it, this attack does 50 damage plus 20 more damage.'}]","[{'type': 'Water', 'value': '×2'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'ex9', 'name': 'Emerald', 'series': 'EX', 'printedTotal': 106, 'total': 106, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'EM', 'releaseDate': '2005/05/01', 'updatedAt': '2020/02/08 09:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/ex9/symbol.png', 'logo': 'https://images.pokemontcg.io/ex9/logo.png'}}",1,Midori Harada,Rare Holo,[257],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ex9/1.png', 'large': 'https://images.pokemontcg.io/ex9/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ex9-1', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 17.0, 'mid': 18.12, 'high': 23.74, 'market': 18.0, 'directLow': None}, 'reverseHolofoil': {'low': 19.99, 'mid': 61.67, 'high': 100.0, 'market': 42.72, 'directLow': None}}}",,,
49,pop7-1,Ampharos,Pokémon,['Stage 2'],52,130,['Lightning'],Flaaffy,"[{'name': 'Jamming', 'text': ""After your opponent plays a Supporter card from his or her hand, put 1 damage counter on each of your opponent's Pokémon. You can't use more than 1 Jamming Poké-Body each turn."", 'type': 'Poké-Body'}]","[{'name': 'Cluster Bolt', 'cost': ['Lightning', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '70', 'text': ""You may discard all Lightning Energy attached to Ampharos. If you do, this attack does 20 damage to each of your opponent's Benched Pokémon that has any Energy cards attached to it. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]","[{'type': 'Fighting', 'value': '+30'}]","[{'type': 'Metal', 'value': '-20'}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'pop7', 'name': 'POP Series 7', 'series': 'POP', 'printedTotal': 17, 'total': 17, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2008/03/01', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/pop7/symbol.png', 'logo': 'https://images.pokemontcg.io/pop7/logo.png'}}",1,Kouki Saitou,Rare,[181],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pop7/1.png', 'large': 'https://images.pokemontcg.io/pop7/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pop7-1', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 6.0, 'mid': 7.52, 'high': 8.69, 'market': 2.5, 'directLow': None}, 'holofoil': {'low': 1.23, 'mid': 8.34, 'high': 10.99, 'market': 5.71, 'directLow': None}}}",,"The tip of its tail shines brightly. In the olden days, people sent signals using the tail's light.",
50,gym2-1,Blaine's Arcanine,Pokémon,['Stage 1'],42,90,['Fire'],Blaine's Growlithe,,"[{'name': 'Heat Tackle', 'cost': ['Fire', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '40', 'text': ""Blaine's Arcanine does 10 damage to itself.""}, {'name': 'Firestorm', 'cost': ['Fire', 'Fire', 'Fire', 'Fire'], 'convertedEnergyCost': 4, 'damage': '120', 'text': ""Discard 3 Fire Energy cards attached to Blaine's Arcanine in order to use this attack.""}]","[{'type': 'Water', 'value': '×2'}]",,"['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'gym2', 'name': 'Gym Challenge', 'series': 'Gym', 'printedTotal': 132, 'total': 132, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'G2', 'releaseDate': '2000/10/16', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/gym2/symbol.png', 'logo': 'https://images.pokemontcg.io/gym2/logo.png'}}",1,Ken Sugimori,Rare Holo,[59],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/gym2/1.png', 'large': 'https://images.pokemontcg.io/gym2/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/gym2-1', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 40.72, 'mid': 75.0, 'high': 99.99, 'market': 62.22, 'directLow': None}, '1stEditionHolofoil': {'low': 349.99, 'mid': 499.99, 'high': 607.19, 'market': 177.83, 'directLow': None}}}",,,
51,xy7-1,Oddish,Pokémon,['Basic'],,50,['Grass'],,,"[{'name': 'Trip Over', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '10+', 'text': 'Flip a coin. If heads, this attack does 10 more damage.'}]","[{'type': 'Fire', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'xy7', 'name': 'Ancient Origins', 'series': 'XY', 'printedTotal': 98, 'total': 100, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'AOR', 'releaseDate': '2015/08/12', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/xy7/symbol.png', 'logo': 'https://images.pokemontcg.io/xy7/logo.png'}}",1,MAHOU,Common,[43],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/xy7/1.png', 'large': 'https://images.pokemontcg.io/xy7/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/xy7-1', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 0.05, 'mid': 0.25, 'high': 1.25, 'market': 0.2, 'directLow': 0.2}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.43, 'high': 1.25, 'market': 0.41, 'directLow': 0.25}}}",['Gloom'],"Its scientific name is ""Oddium Wanderus."" At night, it is said to walk nearly 1,000 feet on its two roots.",
